,grid_id_old,grid_id
46430,"(119, 98)","(29, -82)"
46509,"(122, 88)","(31, -92)"
46555,"(73, 349)","(-17, 168)"
46557,"(73, 349)","(-17, 168)"
46558,"(73, 349)","(-17, 168)"
46559,"(73, 349)","(-17, 168)"
46560,"(73, 349)","(-17, 168)"
46563,"(74, 348)","(-16, 168)"
46564,"(80, 347)","(-11, 166)"
46567,"(74, 348)","(-16, 168)"
46572,"(71, 350)","(-19, 169)"
46576,"(71, 350)","(-19, 169)"
46594,"(111, 287)","(21, 107)"
46599,"(111, 287)","(21, 107)"
46600,"(111, 287)","(21, 107)"
46608,"(112, 288)","(21, 107)"
46614,"(112, 288)","(21, 107)"
46650,"(112, 288)","(21, 107)"
46654,"(103, 225)","(13, 45)"
46656,"(127, 247)","(37, 66)"
46657,"(128, 249)","(37, 69)"
46676,"(77, 195)","(-13, 15)"
46677,"(55, 122)","(-35, -58)"
46678,"(72, 319)","(-18, 139)"
46679,"(69, 298)","(-21, 117)"
46680,"(72, 303)","(-19, 122)"
46683,"(115, 271)","(25, 90)"
46684,"(115, 271)","(25, 90)"
46686,"(115, 271)","(25, 90)"
46698,"(81, 145)","(-10, -36)"
46700,"(136, 107)","(46, -74)"
46701,"(134, 101)","(43, -79)"
46702,"(143, 67)","(52, -114)"
46703,"(136, 107)","(46, -74)"
46704,"(136, 108)","(46, -72)"
46707,"(121, 284)","(31, 104)"
46711,"(116, 284)","(26, 104)"
46714,"(92, 104)","(1, -77)"
46716,"(92, 103)","(1, -77)"
46717,"(92, 103)","(2, -78)"
46759,"(141, 196)","(51, 15)"
46764,"(141, 196)","(51, 15)"
46772,"(96, 217)","(5, 36)"
46773,"(96, 217)","(5, 36)"
46775,"(104, 164)","(13, -17)"
46783,"(113, 268)","(22, 87)"
46784,"(112, 267)","(21, 87)"
46788,"(112, 267)","(21, 87)"
46808,"(82, 304)","(-8, 124)"
46809,"(89, 317)","(-2, 136)"
46810,"(82, 303)","(-8, 123)"
46811,"(92, 280)","(2, 99)"
46812,"(92, 280)","(2, 99)"
46815,"(90, 308)","(-1, 128)"
46816,"(89, 281)","(-2, 101)"
46818,"(96, 278)","(5, 97)"
46819,"(87, 283)","(-3, 102)"
46820,"(86, 284)","(-4, 103)"
46822,"(91, 279)","(0, 98)"
46825,"(82, 297)","(-9, 116)"
46828,"(82, 301)","(-9, 120)"
46829,"(87, 301)","(-3, 120)"
46832,"(95, 277)","(4, 96)"
46833,"(82, 297)","(-9, 116)"
46837,"(89, 317)","(-2, 136)"
46838,"(81, 305)","(-10, 124)"
46845,"(123, 231)","(32, 50)"
46850,"(136, 190)","(45, 9)"
46853,"(136, 190)","(45, 9)"
46855,"(140, 263)","(50, 82)"
46857,"(125, 217)","(34, 36)"
46858,"(125, 217)","(34, 36)"
46860,"(146, 202)","(56, 21)"
46870,"(130, 287)","(40, 107)"
46875,"(47, 350)","(-44, 170)"
46877,"(97, 186)","(6, 6)"
46879,"(75, 109)","(-16, -72)"
46882,"(98, 303)","(7, 122)"
46890,"(133, 228)","(43, 47)"
46891,"(134, 312)","(43, 132)"
46892,"(134, 312)","(43, 132)"
46895,"(135, 221)","(45, 41)"
46900,"(141, 224)","(51, 44)"
46903,"(135, 200)","(45, 20)"
46905,"(134, 203)","(43, 22)"
46946,"(57, 199)","(-34, 19)"
46948,"(57, 199)","(-34, 19)"
46949,"(57, 199)","(-34, 19)"
46951,"(57, 199)","(-34, 19)"
46952,"(64, 208)","(-26, 28)"
46953,"(57, 199)","(-34, 19)"
46954,"(57, 199)","(-34, 19)"
46955,"(57, 199)","(-34, 19)"
46956,"(57, 199)","(-34, 19)"
46957,"(57, 199)","(-34, 19)"
46958,"(57, 199)","(-34, 19)"
46960,"(129, 177)","(39, -4)"
46961,"(134, 178)","(43, -3)"
46987,"(128, 223)","(37, 43)"
46989,"(131, 223)","(41, 42)"
46990,"(131, 223)","(41, 42)"
46991,"(128, 216)","(38, 36)"
46996,"(130, 221)","(39, 40)"
47001,"(130, 221)","(39, 41)"
47002,"(131, 221)","(41, 40)"
47009,"(141, 207)","(51, 26)"
47018,"(137, 211)","(46, 31)"
47024,"(136, 88)","(46, -92)"
47050,"(111, 287)","(20, 106)"
47053,"(101, 287)","(11, 107)"
47059,"(100, 286)","(10, 105)"
47074,"(111, 285)","(21, 104)"
47097,"(90, 199)","(-1, 18)"
47101,"(73, 326)","(-18, 146)"
47106,"(112, 273)","(21, 92)"
47108,"(112, 273)","(21, 92)"
47110,"(112, 273)","(21, 92)"
47111,"(112, 273)","(21, 92)"
47112,"(112, 273)","(21, 92)"
47114,"(59, 129)","(-31, -52)"
47115,"(136, 117)","(45, -63)"
47116,"(139, 57)","(49, -124)"
47120,"(72, 66)","(-18, -114)"
47121,"(72, 66)","(-18, -114)"
47122,"(72, 66)","(-18, -114)"
47126,"(72, 66)","(-18, -114)"
47127,"(72, 66)","(-18, -114)"
47129,"(96, 181)","(6, 0)"
47130,"(129, 203)","(39, 23)"
47133,"(129, 203)","(39, 23)"
47134,"(106, 260)","(16, 80)"
47136,"(103, 273)","(13, 93)"
47139,"(89, 301)","(-2, 121)"
47140,"(93, 277)","(3, 96)"
47142,"(82, 298)","(-9, 117)"
47144,"(93, 277)","(3, 96)"
47145,"(94, 279)","(4, 98)"
47146,"(118, 237)","(27, 56)"
47147,"(118, 237)","(27, 56)"
47148,"(120, 231)","(29, 51)"
47152,"(117, 236)","(27, 56)"
47153,"(118, 237)","(27, 56)"
47156,"(129, 319)","(38, 138)"
47159,"(68, 216)","(-22, 35)"
47161,"(111, 274)","(20, 93)"
47188,"(45, 351)","(-46, 170)"
47189,"(47, 353)","(-44, 173)"
47190,"(47, 353)","(-44, 173)"
47191,"(123, 164)","(33, -17)"
47193,"(111, 216)","(20, 35)"
47194,"(111, 216)","(20, 35)"
47196,"(81, 220)","(-9, 39)"
47198,"(124, 192)","(33, 11)"
47199,"(142, 181)","(51, 1)"
47201,"(121, 91)","(30, -90)"
47204,"(129, 105)","(39, -76)"
47205,"(117, 99)","(26, -81)"
47213,"(152, 36)","(61, -144)"
47219,"(101, 112)","(11, -68)"
47226,"(88, 120)","(-3, -60)"
47227,"(88, 120)","(-3, -60)"
47231,"(53, 109)","(-37, -71)"
47232,"(54, 108)","(-37, -73)"
47234,"(128, 204)","(38, 24)"
47235,"(131, 203)","(41, 23)"
47238,"(126, 208)","(36, 27)"
47242,"(133, 193)","(43, 13)"
47243,"(128, 193)","(38, 13)"
47244,"(131, 195)","(41, 14)"
47245,"(137, 192)","(46, 12)"
47247,"(134, 193)","(43, 13)"
47248,"(129, 197)","(39, 17)"
47250,"(132, 196)","(42, 15)"
47257,"(67, 224)","(-23, 44)"
47259,"(76, 230)","(-14, 50)"
47260,"(73, 217)","(-18, 37)"
47262,"(71, 215)","(-20, 35)"
47263,"(71, 215)","(-20, 35)"
47265,"(127, 255)","(36, 74)"
47267,"(127, 255)","(36, 74)"
47268,"(120, 250)","(30, 70)"
47278,"(95, 212)","(5, 32)"
47289,"(37, 108)","(-54, -72)"
47293,"(136, 193)","(45, 12)"
47294,"(136, 193)","(45, 12)"
47300,"(66, 227)","(-25, 47)"
47301,"(115, 248)","(24, 68)"
47302,"(115, 248)","(24, 68)"
47304,"(110, 81)","(19, -99)"
47305,"(110, 81)","(19, -99)"
47310,"(110, 81)","(19, -99)"
47311,"(110, 81)","(19, -99)"
47314,"(110, 81)","(19, -99)"
47317,"(103, 119)","(13, -61)"
47322,"(88, 313)","(-2, 133)"
47323,"(88, 313)","(-2, 133)"
47326,"(88, 313)","(-2, 133)"
47329,"(88, 313)","(-2, 133)"
47332,"(128, 252)","(37, 71)"
47348,"(117, 278)","(26, 97)"
47351,"(103, 279)","(13, 99)"
47352,"(112, 279)","(22, 98)"
47361,"(73, 204)","(-18, 24)"
47362,"(68, 198)","(-23, 17)"
47363,"(68, 325)","(-23, 145)"
47369,"(118, 266)","(28, 85)"
47371,"(70, 346)","(-21, 165)"
47373,"(56, 319)","(-35, 139)"
47374,"(70, 347)","(-21, 167)"
47375,"(69, 346)","(-21, 166)"
47376,"(71, 344)","(-20, 164)"
47377,"(70, 345)","(-21, 165)"
47378,"(69, 346)","(-22, 165)"
47381,"(45, 348)","(-46, 168)"
47382,"(103, 96)","(12, -84)"
47383,"(105, 182)","(14, 2)"
47385,"(105, 183)","(14, 2)"
47392,"(105, 186)","(15, 5)"
47396,"(105, 183)","(14, 2)"
47400,"(68, 325)","(-23, 145)"
47401,"(104, 184)","(13, 4)"
47403,"(106, 186)","(16, 5)"
47423,"(106, 186)","(16, 5)"
47427,"(104, 184)","(13, 4)"
47434,"(102, 194)","(12, 13)"
47437,"(104, 186)","(13, 5)"
47440,"(97, 184)","(7, 4)"
47441,"(67, 314)","(-24, 134)"
47442,"(96, 186)","(6, 6)"
47443,"(105, 326)","(14, 145)"
47445,"(106, 326)","(15, 146)"
47447,"(113, 239)","(22, 59)"
47449,"(122, 254)","(31, 74)"
47450,"(58, 328)","(-32, 147)"
47452,"(117, 249)","(26, 69)"
47454,"(116, 248)","(25, 67)"
47455,"(116, 248)","(25, 67)"
47456,"(117, 249)","(26, 69)"
47458,"(119, 246)","(28, 66)"
47459,"(124, 252)","(33, 71)"
47461,"(125, 255)","(34, 74)"
47467,"(122, 215)","(31, 34)"
47472,"(58, 328)","(-32, 147)"
47474,"(122, 215)","(31, 34)"
47476,"(99, 99)","(8, -81)"
47477,"(99, 98)","(8, -82)"
47480,"(99, 98)","(8, -82)"
47481,"(100, 98)","(9, -83)"
47483,"(100, 102)","(9, -79)"
47485,"(98, 100)","(8, -80)"
47487,"(87, 322)","(-3, 141)"
47488,"(125, 245)","(34, 65)"
47492,"(58, 328)","(-32, 147)"
47494,"(81, 328)","(-9, 147)"
47500,"(83, 325)","(-7, 145)"
47501,"(65, 123)","(-25, -58)"
47502,"(68, 123)","(-23, -57)"
47504,"(65, 126)","(-25, -55)"
47506,"(67, 331)","(-23, 150)"
47507,"(70, 121)","(-21, -59)"
47509,"(64, 122)","(-26, -58)"
47515,"(67, 122)","(-24, -59)"
47542,"(79, 104)","(-12, -77)"
47544,"(77, 108)","(-13, -72)"
47545,"(81, 104)","(-9, -76)"
47548,"(79, 103)","(-12, -77)"
47550,"(74, 110)","(-17, -71)"
47565,"(79, 110)","(-12, -71)"
47589,"(83, 104)","(-7, -77)"
47599,"(58, 296)","(-33, 116)"
47600,"(105, 302)","(15, 121)"
47601,"(105, 302)","(14, 122)"
47602,"(105, 302)","(14, 122)"
47603,"(100, 304)","(10, 123)"
47604,"(105, 301)","(15, 121)"
47605,"(100, 304)","(10, 123)"
47606,"(104, 304)","(13, 124)"
47607,"(98, 305)","(7, 124)"
47609,"(99, 305)","(9, 125)"
47611,"(105, 302)","(15, 121)"
47612,"(57, 332)","(-34, 151)"
47613,"(108, 301)","(18, 121)"
47627,"(97, 305)","(6, 125)"
47628,"(101, 305)","(11, 125)"
47629,"(106, 301)","(15, 121)"
47630,"(97, 305)","(7, 124)"
47633,"(99, 307)","(9, 126)"
47634,"(109, 301)","(18, 121)"
47640,"(69, 304)","(-22, 124)"
47641,"(99, 304)","(8, 124)"
47654,"(143, 200)","(53, 20)"
47655,"(140, 203)","(49, 23)"
47667,"(123, 164)","(33, -17)"
47668,"(70, 236)","(-21, 55)"
47669,"(136, 209)","(45, 29)"
47670,"(137, 204)","(47, 24)"
47675,"(136, 203)","(46, 23)"
47685,"(135, 209)","(44, 28)"
47733,"(135, 206)","(45, 25)"
47735,"(143, 263)","(53, 83)"
47737,"(143, 263)","(53, 83)"
47740,"(146, 218)","(56, 38)"
47741,"(156, 217)","(65, 37)"
47742,"(142, 275)","(52, 95)"
47766,"(125, 252)","(35, 71)"
47767,"(146, 260)","(55, 80)"
47773,"(106, 165)","(15, -16)"
47774,"(105, 164)","(15, -16)"
47778,"(104, 165)","(14, -16)"
47780,"(104, 166)","(13, -14)"
47784,"(57, 332)","(-34, 151)"
47785,"(105, 164)","(15, -17)"
47788,"(99, 167)","(8, -13)"
47789,"(78, 349)","(-12, 169)"
47790,"(95, 226)","(4, 45)"
47792,"(93, 226)","(2, 45)"
47793,"(64, 208)","(-26, 28)"
47794,"(58, 331)","(-33, 151)"
47795,"(64, 207)","(-27, 27)"
47796,"(57, 201)","(-33, 21)"
47797,"(62, 207)","(-29, 27)"
47798,"(65, 211)","(-26, 30)"
47802,"(99, 209)","(8, 29)"
47807,"(133, 175)","(43, -6)"
47808,"(129, 180)","(38, -1)"
47809,"(58, 328)","(-32, 147)"
47811,"(100, 261)","(10, 80)"
47812,"(97, 261)","(7, 80)"
47816,"(97, 261)","(7, 81)"
47818,"(97, 261)","(7, 80)"
47819,"(98, 262)","(7, 82)"
47821,"(98, 261)","(8, 81)"
47822,"(52, 169)","(-38, -11)"
47823,"(129, 152)","(39, -28)"
47824,"(107, 217)","(16, 36)"
47825,"(105, 214)","(15, 33)"
47826,"(110, 216)","(20, 36)"
47827,"(103, 215)","(13, 34)"
47830,"(129, 152)","(39, -28)"
47831,"(64, 212)","(-27, 32)"
47835,"(137, 189)","(47, 9)"
47836,"(137, 189)","(46, 9)"
47837,"(138, 189)","(47, 8)"
47840,"(128, 155)","(38, -26)"
47841,"(137, 190)","(47, 10)"
47850,"(127, 221)","(37, 40)"
47851,"(116, 302)","(25, 122)"
47852,"(131, 251)","(41, 70)"
47854,"(128, 252)","(37, 71)"
47856,"(85, 219)","(-6, 39)"
47857,"(83, 219)","(-8, 39)"
47858,"(81, 217)","(-9, 37)"
47859,"(82, 214)","(-8, 33)"
47860,"(87, 218)","(-4, 38)"
47863,"(104, 281)","(14, 101)"
47864,"(111, 280)","(20, 100)"
47865,"(99, 280)","(8, 100)"
47868,"(107, 279)","(17, 99)"
47884,"(108, 280)","(18, 100)"
47886,"(106, 283)","(15, 103)"
47909,"(99, 280)","(8, 100)"
47918,"(81, 306)","(-9, 126)"
47929,"(97, 182)","(6, 1)"
47930,"(97, 182)","(6, 1)"
47935,"(81, 9)","(-9, -172)"
47937,"(82, 8)","(-9, -172)"
47940,"(81, 9)","(-9, -171)"
47943,"(81, 9)","(-9, -171)"
47949,"(124, 188)","(34, 8)"
47950,"(130, 221)","(39, 40)"
47951,"(112, 109)","(21, -71)"
47961,"(112, 108)","(22, -72)"
47965,"(112, 109)","(21, -71)"
47970,"(91, 211)","(0, 30)"
47971,"(89, 210)","(-1, 30)"
47972,"(93, 213)","(3, 32)"
47973,"(123, 78)","(33, -103)"
47975,"(122, 88)","(31, -92)"
47976,"(128, 61)","(37, -120)"
47978,"(125, 88)","(35, -92)"
47979,"(125, 88)","(35, -92)"
47980,"(123, 91)","(33, -90)"
47981,"(122, 81)","(31, -99)"
47983,"(132, 108)","(42, -73)"
47984,"(125, 88)","(35, -92)"
47986,"(128, 61)","(37, -120)"
47987,"(128, 61)","(37, -120)"
47988,"(138, 71)","(47, -110)"
47989,"(131, 106)","(40, -75)"
47990,"(135, 91)","(45, -90)"
47991,"(119, 98)","(29, -82)"
47993,"(131, 98)","(40, -83)"
48000,"(126, 83)","(36, -98)"
48006,"(137, 86)","(46, -94)"
48022,"(155, 28)","(64, -152)"
48023,"(131, 98)","(40, -83)"
48028,"(123, 94)","(33, -87)"
48032,"(126, 83)","(36, -98)"
48041,"(129, 100)","(39, -81)"
48048,"(119, 98)","(29, -82)"
48050,"(129, 88)","(38, -92)"
48051,"(138, 60)","(47, -120)"
48052,"(128, 95)","(38, -85)"
48054,"(123, 97)","(33, -83)"
48058,"(135, 91)","(45, -90)"
48063,"(131, 98)","(40, -83)"
48065,"(135, 95)","(45, -86)"
48073,"(58, 124)","(-33, -56)"
48076,"(59, 125)","(-32, -55)"
48080,"(101, 114)","(10, -67)"
48081,"(101, 114)","(10, -67)"
48082,"(111, 286)","(21, 105)"
48083,"(112, 285)","(22, 105)"
48095,"(101, 287)","(11, 106)"
48099,"(100, 285)","(10, 105)"
48107,"(101, 286)","(11, 105)"
48110,"(101, 287)","(11, 106)"
48111,"(101, 286)","(10, 106)"
48118,"(113, 284)","(22, 103)"
48121,"(109, 116)","(18, -65)"
48126,"(108, 116)","(18, -65)"
48134,"(91, 206)","(1, 25)"
48135,"(91, 199)","(0, 19)"
48137,"(87, 209)","(-3, 28)"
48138,"(85, 195)","(-5, 14)"
48139,"(75, 210)","(-15, 29)"
48140,"(77, 212)","(-14, 32)"
48146,"(73, 206)","(-17, 26)"
48154,"(76, 207)","(-15, 27)"
48155,"(75, 208)","(-16, 28)"
48156,"(70, 212)","(-21, 31)"
48162,"(73, 210)","(-17, 30)"
48167,"(125, 251)","(34, 70)"
48172,"(115, 270)","(25, 89)"
48173,"(113, 271)","(22, 90)"
48179,"(125, 243)","(34, 62)"
48181,"(141, 185)","(50, 5)"
48182,"(141, 185)","(51, 5)"
48183,"(101, 182)","(11, 2)"
48184,"(97, 183)","(7, 3)"
48188,"(97, 183)","(7, 2)"
48193,"(97, 183)","(7, 2)"
48197,"(101, 182)","(11, 2)"
48199,"(98, 183)","(7, 2)"
48211,"(127, 187)","(36, 7)"
48216,"(127, 184)","(37, 3)"
48217,"(77, 115)","(-14, -65)"
48220,"(77, 115)","(-14, -65)"
48221,"(77, 115)","(-14, -65)"
48223,"(75, 112)","(-15, -68)"
48224,"(80, 115)","(-10, -66)"
48227,"(79, 113)","(-11, -67)"
48236,"(77, 115)","(-14, -65)"
48245,"(125, 179)","(35, -1)"
48246,"(69, 117)","(-22, -64)"
48255,"(135, 199)","(45, 19)"
48258,"(135, 198)","(45, 17)"
48282,"(69, 207)","(-22, 26)"
48293,"(71, 203)","(-20, 23)"
48298,"(78, 139)","(-12, -42)"
48299,"(82, 146)","(-8, -35)"
48300,"(72, 136)","(-18, -45)"
48302,"(72, 136)","(-18, -45)"
48303,"(79, 138)","(-11, -42)"
48304,"(67, 128)","(-23, -52)"
48305,"(72, 136)","(-18, -45)"
48306,"(82, 146)","(-8, -35)"
48308,"(83, 144)","(-7, -37)"
48309,"(61, 127)","(-30, -53)"
48310,"(64, 130)","(-26, -51)"
48311,"(68, 132)","(-22, -49)"
48315,"(85, 135)","(-5, -45)"
48321,"(78, 139)","(-12, -42)"
48323,"(61, 127)","(-30, -53)"
48327,"(68, 132)","(-22, -49)"
48328,"(85, 144)","(-5, -37)"
48329,"(68, 132)","(-22, -49)"
48330,"(72, 136)","(-18, -45)"
48342,"(118, 174)","(28, -6)"
48343,"(132, 206)","(42, 25)"
48443,"(103, 178)","(12, -3)"
48448,"(100, 178)","(10, -3)"
48449,"(87, 210)","(-3, 30)"
48452,"(87, 210)","(-3, 29)"
48453,"(87, 210)","(-3, 30)"
48454,"(88, 210)","(-3, 29)"
48460,"(87, 210)","(-3, 29)"
48461,"(88, 210)","(-3, 29)"
48463,"(94, 192)","(4, 12)"
48464,"(144, 109)","(53, -72)"
48465,"(145, 83)","(55, -97)"
48466,"(145, 56)","(55, -125)"
48467,"(144, 109)","(53, -72)"
48468,"(145, 83)","(55, -97)"
48469,"(144, 109)","(53, -72)"
48471,"(119, 166)","(28, -15)"
48472,"(119, 163)","(28, -17)"
48473,"(107, 156)","(17, -25)"
48475,"(110, 100)","(20, -80)"
48477,"(110, 101)","(20, -80)"
48490,"(110, 101)","(20, -80)"
48494,"(98, 200)","(7, 19)"
48497,"(95, 199)","(4, 19)"
48498,"(95, 199)","(4, 19)"
48499,"(95, 199)","(4, 19)"
48501,"(95, 196)","(5, 16)"
48503,"(52, 109)","(-38, -71)"
48504,"(123, 243)","(33, 62)"
48507,"(57, 110)","(-33, -71)"
48508,"(115, 282)","(25, 101)"
48509,"(121, 283)","(31, 103)"
48511,"(122, 298)","(32, 117)"
48512,"(122, 298)","(32, 117)"
48515,"(121, 283)","(31, 103)"
48516,"(126, 289)","(35, 109)"
48517,"(114, 294)","(23, 113)"
48518,"(121, 293)","(31, 112)"
48519,"(130, 297)","(40, 116)"
48520,"(124, 294)","(34, 114)"
48522,"(114, 294)","(23, 113)"
48524,"(118, 292)","(28, 112)"
48525,"(76, 11)","(-14, -170)"
48527,"(134, 307)","(44, 126)"
48535,"(114, 294)","(23, 113)"
48536,"(115, 282)","(25, 101)"
48537,"(118, 292)","(28, 112)"
48539,"(118, 292)","(28, 112)"
48542,"(132, 303)","(41, 123)"
48543,"(118, 292)","(28, 112)"
48544,"(126, 277)","(36, 96)"
48545,"(118, 296)","(28, 116)"
48546,"(115, 282)","(25, 101)"
48547,"(121, 283)","(31, 103)"
48548,"(115, 282)","(25, 101)"
48552,"(138, 308)","(48, 128)"
48554,"(118, 296)","(28, 116)"
48555,"(117, 287)","(27, 107)"
48557,"(121, 293)","(31, 112)"
48559,"(78, 198)","(-12, 18)"
48560,"(117, 287)","(27, 107)"
48561,"(127, 299)","(36, 118)"
48562,"(115, 282)","(25, 101)"
48564,"(117, 287)","(27, 107)"
48565,"(126, 277)","(36, 96)"
48566,"(136, 313)","(46, 132)"
48567,"(117, 298)","(26, 118)"
48569,"(117, 298)","(26, 118)"
48574,"(78, 194)","(-13, 14)"
48576,"(119, 292)","(28, 111)"
48580,"(130, 298)","(39, 117)"
48586,"(121, 293)","(31, 112)"
48587,"(126, 277)","(36, 96)"
48590,"(78, 194)","(-13, 14)"
48674,"(118, 292)","(28, 112)"
48676,"(126, 292)","(36, 111)"
48678,"(128, 281)","(38, 101)"
48680,"(132, 303)","(41, 123)"
48681,"(122, 298)","(32, 117)"
48682,"(117, 287)","(27, 107)"
48686,"(118, 292)","(28, 112)"
48691,"(126, 289)","(35, 109)"
48692,"(117, 287)","(27, 107)"
48693,"(134, 307)","(44, 126)"
48694,"(118, 296)","(28, 116)"
48697,"(126, 289)","(35, 109)"
48698,"(120, 301)","(29, 120)"
48701,"(118, 292)","(28, 112)"
48708,"(126, 289)","(35, 109)"
48713,"(101, 106)","(10, -74)"
48714,"(94, 104)","(4, -77)"
48716,"(100, 105)","(9, -75)"
48730,"(96, 109)","(5, -72)"
48734,"(100, 105)","(9, -75)"
48736,"(94, 104)","(4, -77)"
48737,"(93, 105)","(3, -76)"
48738,"(99, 105)","(8, -76)"
48743,"(95, 105)","(4, -75)"
48746,"(97, 105)","(7, -76)"
48749,"(96, 105)","(5, -75)"
48791,"(100, 105)","(9, -75)"
48799,"(90, 197)","(-1, 16)"
48800,"(90, 197)","(-1, 16)"
48801,"(100, 97)","(10, -83)"
48803,"(100, 97)","(10, -83)"
48804,"(100, 97)","(10, -83)"
48805,"(96, 176)","(6, -4)"
48806,"(96, 176)","(5, -4)"
48831,"(137, 197)","(46, 17)"
48832,"(113, 98)","(23, -83)"
48835,"(111, 105)","(21, -76)"
48839,"(111, 105)","(20, -76)"
48841,"(111, 105)","(20, -76)"
48844,"(111, 106)","(20, -75)"
48845,"(140, 199)","(50, 18)"
48857,"(102, 224)","(12, 43)"
48858,"(102, 224)","(12, 43)"
48859,"(63, 117)","(-28, -63)"
48860,"(110, 109)","(19, -72)"
48874,"(88, 101)","(-2, -80)"
48875,"(88, 101)","(-2, -80)"
48877,"(91, 104)","(0, -76)"
48878,"(90, 101)","(0, -80)"
48879,"(89, 101)","(-1, -79)"
48893,"(89, 102)","(-2, -79)"
48909,"(104, 92)","(14, -89)"
48958,"(101, 220)","(11, 39)"
48959,"(96, 225)","(6, 44)"
48960,"(64, 126)","(-27, -55)"
48962,"(97, 224)","(7, 43)"
48963,"(98, 215)","(8, 34)"
48964,"(104, 219)","(14, 38)"
48965,"(99, 215)","(8, 34)"
48966,"(98, 215)","(8, 34)"
48967,"(105, 217)","(14, 37)"
48968,"(98, 215)","(8, 34)"
48974,"(134, 186)","(43, 6)"
48975,"(134, 180)","(43, -1)"
48976,"(138, 187)","(47, 6)"
48977,"(140, 182)","(50, 1)"
48978,"(67, 38)","(-23, -142)"
48979,"(74, 29)","(-17, -152)"
48981,"(73, 31)","(-18, -149)"
48984,"(89, 190)","(-2, 10)"
48987,"(87, 192)","(-3, 11)"
48991,"(91, 191)","(0, 10)"
48992,"(104, 166)","(14, -15)"
48994,"(133, 225)","(43, 45)"
48995,"(141, 190)","(51, 9)"
49007,"(54, 120)","(-37, -61)"
49008,"(96, 179)","(6, -1)"
49009,"(101, 180)","(11, -1)"
49019,"(128, 204)","(38, 24)"
49020,"(61, 113)","(-30, -67)"
49021,"(104, 325)","(14, 145)"
49025,"(104, 325)","(14, 145)"
49026,"(54, 120)","(-37, -61)"
49027,"(104, 325)","(13, 145)"
49035,"(103, 167)","(12, -13)"
49038,"(101, 168)","(11, -12)"
49039,"(54, 120)","(-37, -61)"
49043,"(103, 166)","(12, -15)"
49045,"(97, 123)","(7, -58)"
49046,"(97, 123)","(6, -58)"
49048,"(110, 109)","(20, -72)"
49052,"(60, 120)","(-31, -61)"
49054,"(110, 108)","(19, -73)"
49061,"(109, 107)","(19, -73)"
49063,"(109, 107)","(18, -73)"
49066,"(54, 120)","(-37, -61)"
49068,"(106, 95)","(16, -86)"
49076,"(106, 94)","(16, -87)"
49077,"(113, 295)","(23, 114)"
49079,"(113, 294)","(22, 114)"
49081,"(113, 295)","(23, 114)"
49083,"(52, 110)","(-39, -70)"
49088,"(113, 295)","(22, 114)"
49091,"(113, 295)","(23, 114)"
49092,"(113, 295)","(22, 114)"
49097,"(50, 113)","(-40, -67)"
49098,"(113, 295)","(22, 114)"
49099,"(113, 295)","(22, 114)"
49100,"(113, 294)","(22, 114)"
49101,"(113, 295)","(22, 114)"
49104,"(113, 295)","(22, 114)"
49106,"(113, 295)","(22, 114)"
49109,"(127, 246)","(37, 66)"
49116,"(54, 120)","(-37, -61)"
49118,"(113, 295)","(22, 114)"
49119,"(113, 295)","(22, 114)"
49123,"(113, 295)","(22, 114)"
49124,"(113, 295)","(22, 114)"
49126,"(67, 115)","(-23, -66)"
49129,"(113, 295)","(22, 114)"
49132,"(113, 295)","(22, 114)"
49134,"(113, 295)","(22, 114)"
49136,"(113, 295)","(22, 114)"
49139,"(113, 294)","(22, 114)"
49141,"(113, 294)","(22, 114)"
49143,"(68, 325)","(-23, 145)"
49144,"(113, 295)","(22, 114)"
49146,"(113, 295)","(22, 114)"
49147,"(113, 295)","(22, 114)"
49148,"(113, 295)","(22, 114)"
49149,"(113, 295)","(22, 114)"
49150,"(113, 295)","(23, 114)"
49152,"(113, 295)","(22, 114)"
49155,"(113, 295)","(23, 114)"
49156,"(68, 325)","(-23, 145)"
49158,"(113, 295)","(22, 114)"
49159,"(113, 295)","(22, 114)"
49160,"(113, 295)","(22, 114)"
49163,"(113, 295)","(23, 114)"
49166,"(113, 295)","(22, 114)"
49169,"(63, 334)","(-27, 153)"
49170,"(138, 203)","(48, 22)"
49194,"(57, 332)","(-34, 151)"
49195,"(121, 256)","(31, 75)"
49198,"(106, 260)","(16, 80)"
49199,"(115, 274)","(25, 94)"
49201,"(113, 252)","(23, 72)"
49205,"(68, 325)","(-23, 145)"
49207,"(116, 266)","(26, 86)"
49208,"(121, 260)","(30, 79)"
49209,"(102, 259)","(11, 78)"
49210,"(114, 268)","(24, 88)"
49211,"(66, 333)","(-25, 152)"
49212,"(114, 268)","(24, 88)"
49213,"(125, 255)","(34, 74)"
49214,"(117, 273)","(26, 93)"
49215,"(102, 259)","(11, 78)"
49216,"(117, 273)","(26, 93)"
49217,"(113, 252)","(23, 72)"
49218,"(116, 266)","(26, 86)"
49223,"(128, 250)","(37, 70)"
49224,"(55, 330)","(-35, 149)"
49225,"(111, 265)","(21, 84)"
49226,"(114, 268)","(24, 88)"
49227,"(121, 256)","(31, 75)"
49229,"(118, 269)","(28, 88)"
49231,"(102, 259)","(11, 78)"
49232,"(68, 325)","(-23, 145)"
49233,"(114, 268)","(24, 88)"
49236,"(117, 261)","(27, 81)"
49239,"(121, 256)","(31, 75)"
