,grid_id_old,grid_id
4500,"(111, 265)","(21, 85)"
4514,"(107, 261)","(16, 80)"
4517,"(115, 274)","(25, 94)"
4520,"(102, 256)","(12, 76)"
4523,"(115, 267)","(25, 87)"
4588,"(100, 257)","(9, 76)"
4864,"(107, 261)","(16, 80)"
4869,"(122, 259)","(32, 78)"
4872,"(113, 253)","(23, 72)"
4888,"(114, 260)","(24, 80)"
4895,"(118, 262)","(28, 81)"
4961,"(108, 259)","(17, 78)"
4964,"(112, 261)","(22, 80)"
4975,"(112, 254)","(22, 74)"
4979,"(124, 256)","(34, 75)"
4988,"(114, 268)","(23, 88)"
4991,"(103, 258)","(13, 78)"
5013,"(107, 261)","(17, 81)"
5015,"(116, 265)","(26, 84)"
5019,"(110, 265)","(19, 84)"
5021,"(111, 254)","(21, 73)"
5022,"(116, 252)","(26, 71)"
5025,"(118, 262)","(28, 81)"
5030,"(115, 273)","(25, 93)"
5037,"(105, 258)","(14, 78)"
5050,"(113, 263)","(22, 82)"
5053,"(111, 266)","(20, 86)"
5057,"(105, 258)","(14, 78)"
5065,"(112, 267)","(22, 87)"
5076,"(118, 275)","(28, 95)"
5079,"(117, 275)","(27, 94)"
5081,"(117, 268)","(26, 87)"
5095,"(107, 261)","(17, 81)"
5097,"(104, 261)","(13, 80)"
5121,"(117, 269)","(27, 88)"
5133,"(117, 267)","(26, 86)"
5137,"(105, 258)","(14, 78)"
5156,"(117, 272)","(27, 91)"
5158,"(107, 261)","(16, 80)"
5161,"(116, 262)","(25, 82)"
5164,"(121, 257)","(30, 77)"
5166,"(120, 260)","(30, 79)"
5168,"(104, 261)","(13, 80)"
5178,"(114, 264)","(24, 83)"
5181,"(118, 275)","(28, 95)"
5183,"(111, 265)","(21, 85)"
5198,"(117, 272)","(26, 91)"
5215,"(120, 260)","(30, 80)"
5217,"(124, 256)","(33, 76)"
5219,"(117, 271)","(27, 91)"
5229,"(118, 262)","(28, 81)"
5239,"(114, 258)","(23, 77)"
5244,"(108, 263)","(17, 82)"
5249,"(117, 264)","(26, 83)"
5256,"(117, 271)","(26, 91)"
5259,"(116, 267)","(26, 87)"
5264,"(112, 252)","(21, 71)"
5267,"(83, 289)","(-7, 108)"
5268,"(87, 317)","(-4, 137)"
5269,"(83, 292)","(-8, 112)"
5270,"(83, 290)","(-7, 109)"
5280,"(83, 289)","(-7, 109)"
5283,"(94, 278)","(3, 98)"
5284,"(82, 302)","(-9, 122)"
5287,"(84, 287)","(-7, 106)"
5290,"(83, 288)","(-7, 108)"
5291,"(83, 292)","(-7, 112)"
5296,"(90, 300)","(-1, 120)"
5297,"(83, 290)","(-7, 109)"
5300,"(89, 303)","(-1, 123)"
5301,"(84, 287)","(-6, 107)"
5302,"(84, 287)","(-7, 106)"
5305,"(90, 281)","(-1, 101)"
5307,"(92, 306)","(1, 125)"
5311,"(88, 320)","(-3, 140)"
5312,"(83, 294)","(-8, 114)"
5317,"(89, 314)","(-1, 134)"
5318,"(89, 314)","(-1, 134)"
5320,"(93, 278)","(2, 98)"
5321,"(83, 290)","(-7, 109)"
5323,"(89, 284)","(-2, 103)"
5326,"(82, 296)","(-9, 115)"
5328,"(90, 281)","(0, 100)"
5329,"(93, 278)","(2, 98)"
5330,"(84, 291)","(-7, 111)"
5333,"(92, 305)","(2, 125)"
5335,"(83, 291)","(-8, 110)"
5342,"(86, 301)","(-5, 120)"
5351,"(87, 296)","(-3, 116)"
5353,"(83, 291)","(-8, 110)"
5361,"(82, 299)","(-8, 119)"
5362,"(91, 280)","(1, 99)"
5364,"(84, 288)","(-6, 107)"
5367,"(90, 281)","(0, 100)"
5375,"(89, 303)","(-1, 123)"
5378,"(89, 297)","(-1, 117)"
5379,"(83, 290)","(-7, 109)"
5411,"(84, 287)","(-7, 107)"
5413,"(83, 292)","(-7, 112)"
5417,"(91, 282)","(0, 101)"
5420,"(83, 288)","(-7, 107)"
5422,"(89, 314)","(-1, 134)"
5423,"(83, 288)","(-7, 108)"
5434,"(90, 281)","(0, 100)"
5448,"(88, 315)","(-3, 134)"
5449,"(84, 288)","(-6, 108)"
5450,"(83, 291)","(-7, 110)"
5454,"(88, 320)","(-3, 140)"
5458,"(90, 300)","(-1, 120)"
5460,"(90, 300)","(-1, 120)"
5462,"(84, 287)","(-7, 107)"
5464,"(95, 277)","(5, 97)"
5465,"(83, 292)","(-7, 112)"
5469,"(94, 306)","(3, 126)"
5473,"(84, 291)","(-7, 111)"
5477,"(88, 320)","(-3, 140)"
5479,"(121, 242)","(31, 61)"
5480,"(129, 229)","(38, 49)"
5485,"(121, 231)","(30, 51)"
5487,"(128, 227)","(38, 47)"
5493,"(128, 238)","(37, 58)"
5494,"(124, 240)","(34, 60)"
5496,"(124, 240)","(34, 60)"
5497,"(121, 232)","(31, 51)"
5499,"(129, 227)","(39, 47)"
5504,"(126, 229)","(35, 48)"
5506,"(119, 235)","(28, 55)"
5508,"(120, 239)","(29, 59)"
5509,"(122, 233)","(31, 53)"
5513,"(118, 243)","(27, 62)"
5514,"(124, 230)","(34, 49)"
5516,"(116, 241)","(26, 60)"
5526,"(124, 229)","(34, 48)"
5527,"(120, 239)","(29, 59)"
5528,"(129, 227)","(39, 47)"
5530,"(127, 233)","(36, 53)"
5533,"(124, 240)","(34, 60)"
5534,"(127, 225)","(36, 44)"
5535,"(127, 225)","(37, 45)"
5538,"(135, 189)","(45, 8)"
5541,"(131, 196)","(41, 15)"
5543,"(136, 190)","(46, 10)"
5550,"(136, 191)","(45, 11)"
5551,"(135, 192)","(44, 11)"
5553,"(132, 194)","(42, 14)"
5554,"(129, 322)","(38, 141)"
5556,"(128, 319)","(37, 139)"
5558,"(129, 321)","(39, 141)"
5561,"(135, 245)","(45, 64)"
5565,"(133, 250)","(43, 69)"
5568,"(138, 263)","(48, 83)"
5570,"(142, 232)","(51, 51)"
5571,"(134, 250)","(43, 70)"
5575,"(87, 218)","(-3, 38)"
5577,"(90, 216)","(0, 36)"
5581,"(90, 219)","(0, 39)"
5585,"(129, 307)","(38, 126)"
5588,"(128, 307)","(38, 127)"
5589,"(129, 306)","(38, 126)"
5595,"(131, 306)","(40, 125)"
5600,"(128, 307)","(38, 127)"
5601,"(127, 310)","(36, 129)"
5603,"(132, 255)","(41, 75)"
5604,"(130, 254)","(40, 73)"
5611,"(133, 256)","(42, 76)"
5612,"(130, 254)","(40, 73)"
5615,"(130, 253)","(40, 72)"
5616,"(108, 286)","(17, 105)"
5618,"(124, 216)","(33, 35)"
5621,"(97, 170)","(6, -11)"
5623,"(145, 206)","(55, 25)"
5639,"(73, 229)","(-18, 48)"
5658,"(73, 230)","(-17, 49)"
5664,"(74, 230)","(-16, 49)"
5665,"(77, 229)","(-14, 48)"
5670,"(73, 229)","(-18, 48)"
5672,"(74, 230)","(-16, 49)"
5674,"(74, 227)","(-16, 46)"
5690,"(96, 297)","(5, 116)"
5692,"(97, 281)","(6, 100)"
5697,"(95, 284)","(5, 103)"
5700,"(97, 298)","(6, 117)"
5703,"(92, 291)","(1, 110)"
5705,"(94, 283)","(3, 103)"
5725,"(92, 284)","(2, 103)"
5739,"(92, 284)","(2, 103)"
5741,"(95, 284)","(5, 103)"
5744,"(96, 283)","(6, 103)"
5749,"(96, 281)","(6, 101)"
5751,"(109, 176)","(19, -5)"
5753,"(109, 176)","(19, -5)"
5757,"(105, 175)","(15, -6)"
5759,"(107, 167)","(17, -14)"
5767,"(106, 170)","(16, -10)"
5768,"(107, 167)","(17, -14)"
5770,"(109, 165)","(18, -15)"
5772,"(120, 66)","(30, -115)"
5776,"(107, 82)","(16, -99)"
5779,"(110, 76)","(19, -104)"
5783,"(119, 80)","(29, -101)"
5785,"(111, 93)","(20, -87)"
5793,"(116, 69)","(25, -112)"
5795,"(114, 74)","(23, -106)"
5801,"(111, 83)","(20, -98)"
5807,"(110, 83)","(20, -97)"
5810,"(141, 287)","(50, 107)"
5813,"(122, 173)","(31, -8)"
5818,"(125, 176)","(34, -5)"
5820,"(126, 175)","(35, -5)"
5829,"(124, 175)","(34, -5)"
5832,"(126, 175)","(35, -5)"
5838,"(123, 174)","(33, -7)"
5840,"(123, 173)","(32, -8)"
5842,"(122, 174)","(31, -7)"
5847,"(66, 214)","(-24, 34)"
5852,"(74, 220)","(-16, 40)"
5854,"(74, 216)","(-16, 36)"
5890,"(73, 216)","(-18, 35)"
5893,"(70, 215)","(-20, 34)"
5901,"(70, 213)","(-21, 33)"
5951,"(74, 220)","(-16, 40)"
5957,"(70, 213)","(-21, 33)"
5959,"(70, 215)","(-20, 34)"
5971,"(65, 214)","(-25, 34)"
5991,"(111, 273)","(21, 93)"
5994,"(107, 275)","(16, 95)"
6018,"(108, 276)","(18, 95)"
6025,"(111, 280)","(21, 100)"
6032,"(106, 279)","(16, 98)"
6035,"(73, 196)","(-18, 15)"
6140,"(120, 261)","(30, 81)"
6143,"(119, 263)","(29, 82)"
6200,"(119, 265)","(29, 84)"
6205,"(142, 185)","(52, 5)"
6219,"(50, 356)","(-41, 175)"
6225,"(52, 357)","(-38, 177)"
6226,"(50, 356)","(-41, 175)"
6229,"(105, 96)","(14, -85)"
6231,"(105, 97)","(14, -84)"
6246,"(102, 97)","(12, -84)"
6262,"(104, 186)","(14, 5)"
6268,"(100, 186)","(9, 6)"
6274,"(97, 184)","(7, 4)"
6276,"(98, 184)","(8, 4)"
6286,"(123, 255)","(32, 74)"
6288,"(122, 253)","(31, 72)"
6291,"(127, 253)","(36, 72)"
6297,"(124, 252)","(33, 71)"
6304,"(119, 252)","(29, 72)"
6310,"(122, 251)","(32, 71)"
6314,"(122, 254)","(31, 74)"
6316,"(125, 254)","(35, 73)"
6317,"(125, 252)","(34, 72)"
6346,"(116, 248)","(25, 67)"
6347,"(125, 252)","(34, 72)"
6348,"(116, 248)","(25, 67)"
6349,"(125, 252)","(34, 72)"
6350,"(121, 248)","(31, 67)"
6352,"(116, 248)","(25, 67)"
6361,"(120, 244)","(29, 64)"
6376,"(125, 252)","(34, 72)"
6377,"(99, 100)","(8, -81)"
6379,"(100, 98)","(9, -82)"
6381,"(100, 101)","(9, -79)"
6383,"(99, 98)","(9, -82)"
6387,"(99, 98)","(8, -83)"
6395,"(99, 101)","(9, -80)"
6396,"(84, 325)","(-6, 145)"
6397,"(82, 328)","(-8, 147)"
6399,"(67, 124)","(-23, -57)"
6401,"(76, 105)","(-15, -75)"
6403,"(74, 111)","(-17, -70)"
6404,"(80, 103)","(-11, -78)"
6410,"(76, 110)","(-15, -70)"
6414,"(76, 110)","(-15, -70)"
6422,"(73, 110)","(-17, -70)"
6434,"(84, 104)","(-6, -76)"
6436,"(77, 105)","(-13, -76)"
6437,"(76, 111)","(-14, -69)"
6441,"(77, 105)","(-13, -76)"
6442,"(78, 109)","(-12, -71)"
6447,"(108, 301)","(18, 120)"
6450,"(105, 302)","(14, 121)"
6451,"(99, 303)","(8, 123)"
6453,"(99, 306)","(9, 126)"
6455,"(98, 305)","(8, 125)"
6457,"(105, 302)","(15, 121)"
6459,"(104, 302)","(13, 121)"
6474,"(103, 306)","(12, 125)"
6481,"(104, 304)","(13, 123)"
6500,"(102, 304)","(12, 124)"
6502,"(104, 302)","(13, 121)"
6504,"(99, 305)","(9, 124)"
6506,"(104, 302)","(13, 121)"
6508,"(99, 306)","(9, 126)"
6510,"(98, 306)","(7, 126)"
6511,"(109, 301)","(18, 121)"
6522,"(98, 305)","(7, 124)"
6531,"(101, 304)","(11, 124)"
6557,"(108, 302)","(18, 122)"
6574,"(104, 305)","(14, 124)"
6592,"(99, 305)","(8, 124)"
6593,"(107, 300)","(16, 120)"
6631,"(97, 306)","(6, 125)"
6662,"(109, 301)","(18, 121)"
6679,"(105, 302)","(15, 121)"
6681,"(105, 301)","(15, 120)"
6689,"(105, 301)","(15, 121)"
6716,"(105, 302)","(14, 121)"
6722,"(97, 305)","(7, 125)"
6724,"(105, 302)","(14, 121)"
7012,"(100, 306)","(9, 126)"
7018,"(104, 301)","(14, 121)"
7312,"(105, 301)","(15, 121)"
7313,"(98, 306)","(7, 125)"
7318,"(109, 302)","(19, 122)"
7378,"(98, 306)","(7, 125)"
7379,"(98, 306)","(7, 125)"
7380,"(101, 304)","(11, 123)"
7382,"(105, 302)","(15, 121)"
7383,"(98, 306)","(7, 125)"
7384,"(104, 301)","(14, 121)"
7402,"(98, 306)","(7, 126)"
7404,"(100, 306)","(9, 126)"
7405,"(105, 302)","(14, 121)"
7406,"(105, 301)","(14, 121)"
7420,"(109, 301)","(18, 121)"
7426,"(98, 306)","(7, 125)"
7427,"(97, 305)","(7, 124)"
7435,"(105, 301)","(15, 121)"
7462,"(98, 305)","(7, 125)"
7464,"(99, 305)","(8, 125)"
7467,"(107, 301)","(16, 120)"
7473,"(98, 306)","(7, 125)"
7475,"(109, 302)","(19, 122)"
7491,"(107, 301)","(17, 121)"
7506,"(141, 199)","(50, 19)"
7510,"(145, 199)","(54, 19)"
7514,"(140, 201)","(50, 21)"
7518,"(142, 198)","(52, 17)"
7533,"(142, 196)","(51, 15)"
7537,"(129, 171)","(39, -9)"
7538,"(136, 202)","(45, 21)"
7539,"(134, 209)","(44, 29)"
7541,"(134, 204)","(44, 24)"
7559,"(143, 323)","(53, 142)"
7560,"(135, 316)","(45, 136)"
7561,"(135, 218)","(45, 37)"
7563,"(135, 219)","(44, 39)"
7564,"(142, 275)","(51, 95)"
7565,"(140, 268)","(50, 88)"
7568,"(135, 224)","(44, 43)"
7570,"(144, 340)","(54, 159)"
7571,"(141, 223)","(50, 43)"
7574,"(135, 220)","(44, 40)"
7575,"(135, 221)","(45, 40)"
7577,"(141, 308)","(50, 128)"
7578,"(135, 218)","(45, 38)"
7579,"(89, 210)","(-2, 29)"
7583,"(89, 211)","(-2, 30)"
7587,"(88, 210)","(-2, 29)"
7589,"(89, 210)","(-2, 29)"
7590,"(89, 210)","(-2, 29)"
7591,"(88, 210)","(-2, 29)"
7595,"(88, 210)","(-2, 29)"
7597,"(89, 210)","(-2, 29)"
7598,"(88, 210)","(-2, 29)"
7600,"(107, 165)","(16, -16)"
7602,"(105, 163)","(15, -17)"
7605,"(134, 203)","(43, 22)"
7613,"(134, 201)","(44, 20)"
7617,"(134, 202)","(44, 22)"
7623,"(133, 202)","(42, 22)"
7629,"(135, 201)","(45, 21)"
7656,"(135, 203)","(44, 22)"
7665,"(98, 168)","(8, -12)"
7666,"(139, 202)","(49, 21)"
7670,"(140, 202)","(49, 21)"
7674,"(137, 194)","(46, 14)"
7684,"(137, 194)","(46, 14)"
7686,"(137, 195)","(46, 14)"
7688,"(137, 194)","(46, 14)"
7692,"(82, 337)","(-8, 157)"
7696,"(95, 226)","(5, 45)"
7697,"(100, 224)","(10, 44)"
7699,"(92, 224)","(1, 44)"
7723,"(101, 226)","(10, 45)"
7729,"(95, 226)","(5, 45)"
7731,"(94, 222)","(3, 42)"
7733,"(100, 231)","(9, 50)"
7737,"(95, 226)","(5, 45)"
7738,"(63, 210)","(-28, 30)"
7739,"(63, 213)","(-27, 32)"
7741,"(61, 211)","(-30, 30)"
7743,"(62, 209)","(-28, 28)"
7744,"(130, 244)","(40, 64)"
7745,"(131, 254)","(41, 74)"
7746,"(133, 224)","(43, 44)"
7747,"(135, 220)","(44, 39)"
7749,"(128, 178)","(37, -2)"
7751,"(129, 180)","(38, -1)"
7753,"(127, 175)","(37, -6)"
7763,"(129, 180)","(38, -1)"
7765,"(132, 181)","(41, 1)"
7768,"(133, 183)","(42, 3)"
7769,"(128, 174)","(38, -7)"
7773,"(129, 180)","(38, -1)"
7775,"(133, 177)","(42, -4)"
7784,"(128, 178)","(37, -2)"
7789,"(100, 260)","(10, 80)"
7819,"(108, 214)","(18, 33)"
7823,"(106, 213)","(16, 32)"
7824,"(104, 203)","(14, 23)"
7825,"(94, 125)","(4, -56)"
7829,"(94, 125)","(4, -56)"
7833,"(151, 197)","(60, 16)"
7835,"(137, 188)","(47, 8)"
7838,"(137, 189)","(46, 8)"
7842,"(113, 301)","(22, 121)"
7844,"(114, 302)","(24, 121)"
7848,"(114, 301)","(23, 120)"
7851,"(115, 301)","(24, 121)"
7859,"(114, 301)","(24, 120)"
7863,"(114, 301)","(24, 120)"
7872,"(114, 301)","(23, 120)"
7882,"(114, 302)","(24, 121)"
7885,"(114, 301)","(23, 120)"
7897,"(114, 301)","(23, 120)"
7898,"(114, 302)","(24, 121)"
7902,"(114, 302)","(24, 121)"
7908,"(114, 301)","(24, 121)"
7910,"(130, 249)","(39, 69)"
7924,"(130, 252)","(39, 72)"
7926,"(130, 252)","(39, 72)"
7928,"(128, 250)","(38, 69)"
7929,"(129, 249)","(38, 69)"
7931,"(129, 253)","(38, 72)"
7932,"(128, 250)","(37, 69)"
7936,"(129, 249)","(39, 69)"
7940,"(129, 249)","(38, 69)"
7947,"(129, 252)","(38, 72)"
7948,"(129, 250)","(39, 69)"
7955,"(129, 250)","(39, 70)"
7962,"(131, 251)","(41, 70)"
7965,"(129, 251)","(39, 70)"
7968,"(128, 250)","(38, 70)"
7971,"(129, 250)","(39, 69)"
7972,"(128, 249)","(37, 68)"
7976,"(129, 253)","(38, 72)"
7979,"(87, 218)","(-3, 37)"
7981,"(86, 219)","(-5, 38)"
7983,"(84, 220)","(-7, 39)"
7985,"(89, 212)","(-1, 32)"
7987,"(87, 218)","(-3, 37)"
7989,"(84, 217)","(-7, 36)"
7991,"(84, 217)","(-7, 37)"
7993,"(104, 280)","(14, 100)"
7995,"(106, 284)","(15, 104)"
7999,"(102, 280)","(11, 99)"
8001,"(97, 281)","(7, 100)"
8004,"(111, 280)","(20, 100)"
8006,"(107, 279)","(16, 99)"
8008,"(110, 280)","(20, 99)"
8010,"(106, 284)","(15, 104)"
8016,"(99, 281)","(8, 100)"
8024,"(82, 307)","(-9, 127)"
8028,"(98, 182)","(8, 1)"
8034,"(131, 223)","(40, 42)"
8036,"(129, 211)","(38, 30)"
8038,"(131, 214)","(41, 33)"
8039,"(129, 207)","(38, 27)"
8040,"(130, 221)","(40, 41)"
8041,"(128, 221)","(38, 41)"
8042,"(129, 221)","(39, 40)"
8044,"(93, 214)","(3, 34)"
8056,"(93, 214)","(3, 34)"
8058,"(90, 211)","(0, 30)"
8060,"(139, 204)","(48, 23)"
8063,"(139, 203)","(48, 23)"
8066,"(139, 205)","(49, 24)"
8075,"(143, 177)","(52, -3)"
8077,"(142, 178)","(51, -2)"
8084,"(145, 179)","(54, -1)"
8087,"(148, 178)","(57, -2)"
8091,"(141, 177)","(51, -4)"
8098,"(141, 181)","(51, 0)"
8102,"(145, 179)","(55, -1)"
8106,"(143, 181)","(52, 0)"
8107,"(145, 178)","(55, -3)"
8109,"(148, 178)","(57, -2)"
8115,"(144, 179)","(53, -2)"
8128,"(142, 178)","(52, -2)"
8141,"(142, 178)","(51, -2)"
8154,"(143, 181)","(52, 0)"
8163,"(142, 177)","(52, -4)"
8172,"(141, 178)","(51, -2)"
8175,"(142, 178)","(51, -2)"
8209,"(143, 180)","(52, 0)"
8239,"(145, 179)","(54, -1)"
8242,"(148, 178)","(57, -3)"
8252,"(142, 178)","(51, -2)"
8262,"(144, 180)","(54, 0)"
8318,"(141, 181)","(51, 0)"
8339,"(141, 177)","(51, -4)"
8341,"(152, 31)","(61, -149)"
8342,"(134, 69)","(43, -112)"
8344,"(125, 94)","(34, -87)"
8345,"(133, 98)","(43, -83)"
8347,"(119, 83)","(28, -98)"
8348,"(124, 101)","(33, -80)"
8353,"(112, 23)","(21, -158)"
8355,"(129, 98)","(38, -83)"
8364,"(130, 90)","(40, -91)"
8367,"(125, 62)","(34, -118)"
8371,"(120, 86)","(29, -95)"
8373,"(123, 93)","(32, -87)"
8375,"(130, 90)","(40, -90)"
8377,"(131, 75)","(41, -105)"
8379,"(119, 99)","(28, -81)"
8382,"(124, 89)","(34, -92)"
8384,"(122, 97)","(31, -84)"
8386,"(125, 93)","(34, -88)"
8388,"(124, 87)","(33, -93)"
8399,"(129, 84)","(39, -97)"
8401,"(117, 100)","(26, -80)"
8404,"(124, 80)","(34, -100)"
8407,"(125, 84)","(34, -96)"
8449,"(121, 96)","(31, -85)"
8451,"(130, 76)","(40, -104)"
8453,"(125, 87)","(34, -94)"
8455,"(127, 82)","(37, -98)"
8482,"(124, 94)","(34, -87)"
8488,"(130, 102)","(40, -79)"
8528,"(133, 105)","(42, -76)"
8531,"(120, 81)","(30, -99)"
8534,"(121, 88)","(30, -92)"
8539,"(132, 95)","(41, -85)"
8573,"(122, 70)","(32, -111)"
8574,"(128, 97)","(38, -83)"
8585,"(122, 96)","(31, -84)"
8587,"(131, 75)","(40, -105)"
8589,"(125, 98)","(34, -82)"
8717,"(126, 87)","(35, -94)"
8721,"(121, 93)","(31, -88)"
8736,"(130, 76)","(40, -104)"
8753,"(129, 103)","(39, -77)"
8769,"(139, 57)","(48, -124)"
8781,"(133, 98)","(43, -83)"
8784,"(130, 76)","(40, -104)"
8793,"(125, 100)","(35, -80)"
8796,"(125, 62)","(34, -118)"
8798,"(124, 97)","(33, -83)"
8802,"(131, 106)","(41, -74)"
8811,"(125, 62)","(34, -118)"
8816,"(129, 60)","(38, -121)"
8823,"(120, 82)","(29, -99)"
8825,"(126, 86)","(36, -94)"
8829,"(127, 92)","(37, -88)"
8835,"(130, 58)","(39, -123)"
8838,"(124, 86)","(33, -94)"
8856,"(133, 88)","(42, -92)"
8858,"(120, 82)","(29, -99)"
8897,"(120, 85)","(29, -95)"
8912,"(137, 64)","(46, -116)"
8914,"(123, 93)","(32, -87)"
8919,"(125, 95)","(34, -85)"
8921,"(130, 106)","(39, -75)"
8945,"(126, 62)","(35, -119)"
8950,"(123, 83)","(32, -98)"
8952,"(124, 94)","(34, -87)"
8954,"(132, 103)","(42, -78)"
8956,"(131, 75)","(40, -105)"
8961,"(130, 75)","(40, -105)"
8963,"(129, 58)","(39, -122)"
8966,"(125, 62)","(34, -118)"
8970,"(125, 62)","(34, -118)"
8972,"(131, 245)","(41, 65)"
8976,"(71, 350)","(-19, 169)"
8978,"(101, 113)","(10, -68)"
8979,"(101, 113)","(10, -68)"
8980,"(106, 224)","(15, 44)"
8981,"(106, 229)","(16, 49)"
8983,"(84, 204)","(-6, 24)"
8984,"(84, 207)","(-6, 27)"
8985,"(75, 209)","(-16, 28)"
8986,"(77, 203)","(-13, 22)"
9010,"(75, 209)","(-16, 28)"
9018,"(75, 203)","(-15, 22)"
9023,"(74, 208)","(-17, 28)"
9028,"(71, 213)","(-20, 33)"
9030,"(74, 211)","(-16, 31)"
9031,"(71, 213)","(-20, 33)"
9035,"(74, 211)","(-16, 31)"
9036,"(69, 212)","(-21, 32)"
9040,"(70, 211)","(-20, 31)"
9123,"(134, 263)","(43, 82)"
9124,"(137, 269)","(47, 88)"
9125,"(92, 103)","(1, -77)"
9127,"(94, 104)","(3, -77)"
9235,"(93, 281)","(2, 100)"
9237,"(91, 309)","(0, 128)"
9262,"(136, 190)","(45, 9)"
9288,"(110, 81)","(19, -99)"
9321,"(98, 303)","(7, 122)"
9322,"(98, 303)","(7, 122)"
9333,"(150, 241)","(60, 60)"
9335,"(134, 315)","(44, 134)"
9337,"(134, 313)","(43, 132)"
9345,"(61, 211)","(-30, 30)"
9346,"(61, 211)","(-30, 31)"
9347,"(61, 211)","(-30, 31)"
9348,"(61, 211)","(-30, 31)"
9352,"(97, 214)","(7, 33)"
9393,"(109, 287)","(18, 106)"
9395,"(112, 288)","(21, 107)"
9396,"(112, 285)","(21, 104)"
9398,"(101, 287)","(11, 106)"
9400,"(111, 288)","(21, 107)"
9423,"(112, 273)","(21, 92)"
9430,"(113, 271)","(22, 90)"
9443,"(113, 271)","(22, 90)"
9453,"(112, 273)","(21, 92)"
9460,"(113, 271)","(22, 90)"
9479,"(59, 129)","(-31, -52)"
9504,"(72, 359)","(-18, 178)"
9511,"(139, 176)","(48, -4)"
9528,"(102, 273)","(12, 93)"
9635,"(73, 218)","(-17, 37)"
9640,"(70, 215)","(-21, 35)"
9650,"(110, 274)","(20, 94)"
9671,"(129, 171)","(39, -9)"
9677,"(81, 220)","(-9, 39)"
9743,"(128, 195)","(37, 15)"
9778,"(106, 229)","(16, 49)"
9783,"(57, 330)","(-33, 149)"
9788,"(57, 332)","(-34, 151)"
9797,"(68, 347)","(-22, 166)"
9799,"(102, 187)","(12, 7)"
9800,"(98, 186)","(7, 6)"
9803,"(127, 253)","(36, 72)"
9804,"(122, 215)","(31, 34)"
9807,"(123, 216)","(32, 35)"
9812,"(122, 216)","(32, 35)"
9816,"(122, 215)","(31, 34)"
9820,"(122, 215)","(31, 34)"
9823,"(84, 328)","(-7, 147)"
9824,"(84, 104)","(-6, -76)"
9826,"(57, 332)","(-34, 151)"
9827,"(75, 111)","(-15, -70)"
9860,"(53, 325)","(-38, 145)"
9862,"(100, 307)","(9, 126)"
9867,"(54, 330)","(-37, 150)"
9868,"(59, 333)","(-32, 152)"
9870,"(63, 334)","(-27, 153)"
9871,"(135, 219)","(45, 38)"
9874,"(57, 330)","(-33, 150)"
9878,"(143, 266)","(53, 85)"
9880,"(102, 231)","(11, 50)"
9883,"(93, 226)","(3, 46)"
9885,"(57, 201)","(-33, 21)"
9886,"(57, 332)","(-34, 151)"
9891,"(101, 211)","(11, 30)"
9892,"(128, 155)","(38, -25)"
9894,"(128, 249)","(38, 69)"
9904,"(87, 214)","(-4, 33)"
9905,"(110, 280)","(20, 100)"
9907,"(107, 281)","(16, 101)"
9909,"(97, 280)","(7, 100)"
9913,"(81, 306)","(-9, 126)"
9915,"(100, 182)","(10, 1)"
9922,"(101, 181)","(10, 1)"
9923,"(97, 182)","(6, 1)"
9926,"(97, 182)","(7, 1)"
9929,"(142, 178)","(51, -3)"
9934,"(126, 246)","(36, 65)"
9935,"(120, 86)","(29, -95)"
9936,"(133, 59)","(43, -122)"
9937,"(129, 89)","(38, -92)"
9938,"(93, 114)","(3, -67)"
9943,"(111, 286)","(20, 106)"
9944,"(108, 287)","(18, 106)"
9945,"(101, 286)","(10, 105)"
9946,"(123, 249)","(33, 69)"
9947,"(85, 199)","(-5, 19)"
9949,"(76, 204)","(-14, 23)"
10054,"(74, 211)","(-16, 31)"
10056,"(115, 272)","(24, 92)"
10057,"(114, 270)","(24, 90)"
10058,"(115, 272)","(24, 91)"
10061,"(114, 271)","(24, 90)"
10066,"(113, 271)","(22, 90)"
10068,"(116, 270)","(26, 90)"
10082,"(143, 208)","(52, 28)"
10086,"(98, 183)","(7, 2)"
10089,"(102, 184)","(12, 3)"
10091,"(98, 183)","(7, 2)"
10097,"(98, 183)","(7, 2)"
10098,"(99, 183)","(9, 2)"
10099,"(97, 182)","(6, 2)"
10101,"(97, 183)","(6, 2)"
10115,"(68, 113)","(-22, -67)"
10118,"(68, 207)","(-22, 26)"
10121,"(82, 146)","(-8, -35)"
10122,"(111, 184)","(21, 3)"
10124,"(81, 145)","(-9, -36)"
10125,"(71, 137)","(-19, -43)"
10131,"(64, 131)","(-27, -49)"
10132,"(70, 137)","(-20, -44)"
10137,"(102, 176)","(11, -4)"
10144,"(128, 188)","(37, 7)"
10145,"(146, 66)","(55, -114)"
10146,"(119, 166)","(28, -15)"
10150,"(102, 201)","(11, 20)"
10151,"(76, 10)","(-14, -171)"
10157,"(121, 281)","(31, 100)"
10160,"(117, 279)","(27, 99)"
10162,"(116, 294)","(26, 113)"
10165,"(125, 300)","(34, 120)"
10166,"(119, 292)","(29, 112)"
10173,"(125, 297)","(34, 117)"
10175,"(73, 199)","(-17, 18)"
10176,"(128, 301)","(37, 121)"
10180,"(87, 110)","(-4, -70)"
10181,"(98, 104)","(8, -76)"
10182,"(95, 106)","(4, -74)"
10183,"(136, 196)","(45, 16)"
10195,"(89, 101)","(-2, -80)"
